likes,dislikes,comment_count,views
1693,157,22,198930
146,35,14,72716
20503,874,1551,1407262
2450,542,110,540024
1167,337,134,319884
1835,169,28,223167
3373,759,176,802872
448,42,45,58944
508,206,92,114551
3777,871,201,945223
580,230,122,144854
387,65,21,100770
91,16,5,11514
281,34,8,27941
614,77,16,58151
37,37,4,36563
3160,95,1027,104121
0,0,9,68911
630,93,19,63950
780,59,75,10597
21107,2177,1786,2671431
3703,130,1025,145294
21779,2263,1845,2789693
871,64,82,13134
540,70,94,33937
207,91,3,72134
2697,544,201,680343
1013,77,46,90683
20936,1268,1761,1867308
1604,185,68,193412
30934,3226,3050,3614182
0,0,22,14799
2194,376,90,390865
48654,7322,4741,8354444
124,37,21,51529
601,78,3,89551
0,0,49,33691
54664,8751,5236,9869675
2412,440,102,468942
214,87,33,108560
981,120,11,150586
0,0,56,52680
171,13,14,33273
59008,9693,5682,10733868
1109,152,14,178479
255,107,35,142738
2072,127,582,96352
846,26,86,13990
84,22,5,42055
249,30,24,65900
20368,1009,324,1301114
348,60,16,43034
68625,11176,6510,12447671
519,98,160,99443
51,21,2,44963
2025,394,184,264171
25760,1323,570,1862879
2761,643,229,363262
83,36,7,73751
14616,754,893,970509
3045,546,364,207281
931,56,14,91854
4111,1076,371,636875
35670,4301,2657,4466616
94,46,7,87068
5599,1603,627,939550
38513,4882,2665,5032094
21868,2187,1970,1756384
7068,2068,714,1255018
39989,5091,3134,5338010
17692,1212,2320,366662
367,26,6,28360
22693,1101,1788,1456821
495,132,34,80430
12181,834,1646,408351
450,91,21,67770
516,99,163,37621
46499,2821,1937,2862576
862,196,224,73324
55961,3633,2331,4128228
1113,280,288,96854
526,76,9,90935
82,177,0,26432
40477,4066,3799,4203591
582,73,28,91837
10823,953,924,980299
791,130,12,153505
125,346,0,46405
1375,276,84,245371
2024,131,471,87536
46787,5200,4441,5217373
721,28,62,15066
1004,130,15,181571
35978,7387,4690,3942272
2185,543,150,405467
936,156,41,195656
151,464,0,61016
741,115,55,104788
1542,253,32,319028
768,39,14,70643
39448,9609,5339,4662080
2666,688,172,546367
941,158,72,164141
1345,75,100,101095
2049,358,32,448847
989,165,74,177636
2315,401,36,516236
16649,984,986,1161372
16287,1094,1053,1186737
2094,12,112,33419
33130,2377,1709,2696720
0,0,0,62137
161,35,7,29553
39010,3183,2091,3643836
853,155,60,105349
429,36,143,23397
374,113,40,61524
149,31,22,35364
40620,3424,2228,3933964
1033,143,217,207684
236,59,29,75820
636,238,67,118581
1300,222,264,303946
437,42,34,34280
58,27,3,35019
802,324,86,150814
880,85,70,101050
240,48,13,55989
11074,856,717,703401
87,47,1,66448
14734,1078,1063,1265971
284,46,22,64147
1203,70,63,108814
1105,115,83,135368
89,49,1,72530
13467,854,851,979919
24625,3683,3502,1648982
2566,253,398,140981
1421,117,201,55920
34529,6489,5361,3257549
7161,523,607,550027
1358,119,574,81172
884,129,231,244036
1875,489,135,210898
6025,421,565,439375
1206,44,218,26861
665,73,54,133599
391,50,10,31091
629,83,34,60896
2435,121,532,124616
17808,1335,1113,1741236
1072,120,68,205456
464,78,19,47468
697,116,78,116223
1530,170,93,305793
2395,14,115,43691
18111,746,2158,575818
10147,744,768,764769
9594,397,602,295102
2652,14,125,54494
1141,42,310,24109
2951,236,492,78006
12724,893,979,853073
4176,419,748,172658
854,60,57,66899
0,0,16,13553
7913,668,557,651229
11077,848,648,1047696
148,19,12,23872
1289,116,75,116685
590,28,93,17762
35878,2880,1847,3419606
1086,36,164,18000
45757,4604,2384,5057200
220,63,29,48242
367,18,28,31015
1066,131,87,172346
49671,5155,2577,5667132
4456,234,1000,224242
351,99,41,80165
1271,180,100,234414
5422,310,1204,309442
53006,5620,2721,6263637
22547,1515,1530,1947094
433,95,29,94093
1348,202,104,268519
57,24,4,22306
6902,630,550,535465
1927,83,832,70973
8656,407,1145,243187
24874,1740,1725,2328327
69,31,8,41908
19300,1318,966,1472636
375,54,4,49575
14725,1308,916,1462681
536,90,10,97709
17413,1041,1074,911252
254,56,18,45995
1479,298,147,94919
23841,1559,1341,1790842
426,99,88,77880
4442,1277,0,587595
13698,1055,1070,1067893
7718,228,396,191572
187,36,34,34195
536,133,104,116993
6241,1905,0,902954
8802,730,1999,101942
14999,1172,1110,1282803
10959,377,607,339857
6241,1905,0,902954
7639,2404,0,1138604
9398,787,2193,119880
15227,1198,1117,1320135
7639,2404,0,1138604
20749,3147,41,2966973
0,0,175,347758
8374,2668,0,1259866
2214,497,122,345458
20749,3147,41,2966973
28761,2721,1522,2890038
2617,641,0,217651
130,29,11,29189
1027,140,8,205555
768,159,37,360702
6069,476,455,313388
36761,3737,1999,4414429
4972,1407,0,534708
198,32,9,26485
20739,3189,42,2994756
23464,1932,2230,1603959
17541,1430,974,1223561
957,210,41,482985
25881,1930,1160,1896493
6900,1901,0,792378
1317,229,59,268095
19150,739,2022,907671
26584,2099,1425,1942034
1031,255,44,546821
29659,2279,1285,2482022
9122,2501,0,1098148
1573,306,71,355882
26636,1185,2546,1641015
3376,152,779,42687
33799,2553,1726,2484882
1104,294,44,632748
14105,857,699,912030
471,64,5,51934
33799,2553,1726,2484882
4144,446,447,329361
44515,3134,1940,3121717
10031,881,458,941030
805,127,11,130293
4144,446,447,329361
728,184,78,143252
6586,692,543,640146
12395,975,1009,1035263
6401,435,1671,59342
52440,3578,2199,3608275
1655,310,89,187575
10990,1045,609,1127557
7769,849,578,781572
297,78,0,103907
7694,591,2040,87353
2148,118,684,94346
19559,1096,1285,1334794
3091,785,196,553239
19453,2282,1644,2084873
1116,252,220,102661
23468,1277,1996,1707934
599,172,0,253013
8001,692,234,315301
935,86,285,30066
1361,324,65,118145
1616,460,319,180709
3623,952,246,683657
14506,1578,1519,1355276
26658,1559,2239,2197777
11914,1050,324,525724
490,45,23,64018
824,72,264,23721
2236,669,136,258144
2522,205,59,138274
2241,258,197,266103
3578,176,933,148538
1959,606,347,221844
16031,1851,1833,1677149
869,151,19,44995
151,37,0,57992
1044,35,149,14155
16375,971,1529,1001844
1071,98,359,40152
1024,162,157,224815
584,136,76,117935
1067,238,52,98317
5996,328,359,386254
821,222,49,195666
3998,211,1041,214059
9049,877,601,725833
1731,148,699,38158
4263,425,123,448883
1118,303,14,116935
25527,1675,1045,1796997
2734,911,179,402532
2439,298,207,395870
334,27,0,11876
33058,1929,2354,2422977
593,134,55,106619
10828,1283,668,1342583
2037,176,772,64043
973,69,34,104689
736,165,65,164204
2557,140,961,110115
13252,1618,790,1960863
16239,1109,1370,779223
1378,126,46,190698
3548,274,1269,93323
25358,1909,2049,2011719
15995,1288,909,1455341
751,168,67,171255
2768,171,1025,148679
9481,784,775,771341
544,67,17,61171
3929,318,1366,118795
14372,714,1920,709441
225,33,19,35192
27217,2653,1632,3082293
18384,1353,2305,1227473
361,51,42,43271
761,94,30,104525
2667,128,740,98308
4117,302,1248,152594
3074,343,189,159335
3749,634,238,379985
1181,95,45,106855
31671,3277,1876,4289651
506,42,38,60494
5567,438,1751,279089
34,16,1,10171
0,0,0,263350
2994,196,961,131544
4201,512,222,283955
5030,909,346,581680
1359,128,58,136380
1020,72,514,43953
16492,1764,1609,1799063
461,107,32,84018
0,0,0,68386
547,69,20,82023
2219,115,641,119765
10809,943,783,955519
470,52,20,40134
4147,331,247,361879
5633,1017,394,673537
783,234,70,189167
1046,162,53,199539
0,0,0,133050
2516,166,826,126107
22019,1843,1331,2175382
3385,362,842,115923
311,42,10,34864
4794,577,160,325560
13583,981,1007,1022511
3151,238,927,212450
1759,497,302,167043
274,43,4,63254
0,0,0,197629
804,219,61,316620
8270,1078,245,764048
57,30,4,21282
21224,2239,751,2381144
908,256,64,385637
10335,1316,309,1016169
33824,3013,2070,3769407
2521,109,985,91299
908,256,64,385637
10335,1316,309,1016169
1468,223,92,102616
12761,1566,335,1297660
59,28,3,40529
1259,471,91,395193
1259,471,91,395193
1451,636,106,516804
987,59,424,27595
1451,636,106,516804
20855,2140,1424,2285991
3770,336,388,209813
26043,2121,1881,2450827
4883,975,1359,364664
1588,108,643,68828
20855,2140,1424,2285991
3770,336,388,209813
26043,2121,1881,2450827
25308,2772,1676,3433047
8049,2046,2424,804594
4174,402,428,274475
103,36,9,36995
28160,2420,2025,2851157
1882,86,162,36718
387,85,18,35416
27612,3129,1825,4024737
10379,2990,3301,1174423
1020,146,39,105272
17411,1182,1480,1033619
1642,61,339,34243
146,60,16,61989
1363,63,576,31947
4605,474,444,337031
28611,3271,1860,4257041
11257,3307,3331,1325541
1190,184,48,137762
2319,114,784,98050
1870,88,767,76705
661,55,128,62442
822,124,53,124956
19341,2337,1604,2165799
1129,69,173,44394
1682,346,99,340672
1101,194,44,135179
3366,134,1460,133102
22301,2792,1811,2753851
2023,438,91,334076
1942,421,103,391143
26414,2051,1414,2484656
3829,164,1620,178116
902,41,91,189057
2673,601,111,440557
23561,2178,1174,2373383
2410,98,1133,105082
2148,472,113,442830
30222,2221,2815,2230552
383,46,11,70852
31762,3161,1598,3876654
3411,809,134,585059
8132,313,1232,407137
761,124,63,111735
226,26,17,29544
33740,2548,3226,2618026
9133,973,827,923050
4217,1010,143,785109
10711,903,658,1107429
1837,116,441,32700
987,171,75,176990
486,78,62,60996
8956,354,1348,479862
655,56,15,72444
2303,126,788,74618
2114,103,756,77373
11101,942,676,1186815
2016,134,486,39666
993,180,75,187635
506,82,62,66757
9459,382,1504,520839
925,75,22,112316
2655,160,850,100745
2352,127,826,101105
4164,893,0,616822
4164,893,0,616822
15099,820,4732,304618
0,0,0,63305
732,124,19,126352
13497,1432,866,1482514
5777,1304,0,976228
1234,86,343,49072
287,58,19,47365
21123,1287,6192,463483
3087,157,1207,136249
7363,662,571,750437
979,164,28,193956
50700,3090,2007,4088020
367,55,9,65373
157,59,7,39033
502,132,43,118075
2624,194,256,94053
2705,160,234,146888
50700,3090,2007,4088020
56169,3482,2240,4784549
5468,405,444,444898
604,130,35,60468
519,60,14,52987
380,61,6,73059
202,74,8,58291
16970,1691,935,1545912
6658,530,543,592185
2336,106,827,92897
864,127,28,102526
16970,1691,935,1545912
21384,2281,1176,2205424
245,44,25,37792
24301,2712,1306,2625247
22596,1649,1877,1971168
398,92,35,92655
24301,2712,1306,2625247
2845,614,120,349704
27953,3259,1447,3079348
2093,65,0,44628
367,36,11,43665
7978,1077,3297,340234
25395,1943,1983,2437072
767,236,59,122156
3940,1066,271,651333
1017,115,77,116603
9088,538,623,671367
3266,145,970,134079
401,72,20,76742
300,69,15,71921
1293,667,289,315801
987,157,58,140608
1810,223,111,290343
24017,1334,2166,1718847
3949,370,347,336732
1323,798,339,339073
52607,4465,1762,5472687
1669,319,95,297307
658,63,48,103317
25734,1488,2301,1947234
5167,606,1037,238260
4234,265,1137,211573
1245,229,95,214476
1332,838,340,350864
59867,5177,1955,6542112
8038,1080,1541,545858
4234,265,1137,211573
1245,229,95,214476
1758,375,134,366725
10614,628,2438,434804
5063,358,1261,333581
2792,404,85,334264
7795,777,524,621843
6305,1028,215,1113450
20089,1580,1277,1689083
3486,123,1036,88301
14409,1041,3211,810978
21334,2220,2028,1914116
1899,414,150,411656
148,80,7,100873
1831,87,792,67027
23828,1935,1439,2284450
3890,143,1094,109035
12539,1092,939,1164238
7901,750,1897,287892
26441,1897,3069,1934184
13651,1674,1598,1138338
1146,136,512,58552
18609,8096,6487,581249
31745,3614,1895,3365472
84,14,12,11014
16024,1246,2296,1033078
34910,18894,12710,1559630
43511,5711,2695,5580658
1820,262,282,33560
2781,130,712,122933
9517,395,1215,151862
34910,18894,12710,1559630
42643,25803,16008,1957997
12805,1616,1336,1441125
17382,2475,1732,2626139
50703,31993,18651,2443111
8993,497,5152,309773
6839,422,478,390678
2627,152,991,134037
13561,949,756,1244140
1090,86,131,17600
16334,1175,1599,1446591
9167,660,2316,443772
3182,248,996,80334
30930,1829,1580,1705883
1528,142,142,43880
11111,305,911,444332
3183,247,996,80334
3018,115,824,114897
16508,368,1014,305160
11242,1083,2882,567350
9064,695,621,755765
11242,1083,2882,567350
12849,1265,3100,790499
4023,120,1152,121550
381,64,20,59483
8273,737,539,729850
5032,212,1513,191429
22091,1692,1868,1913507
9369,848,579,927832
29335,1799,2422,2448795
11767,1066,742,1326581
5835,292,1602,268646
21424,3389,959,4076461
31742,2016,2564,2796075
2669,113,1115,75384
21424,3389,959,4076461
4937,287,1436,239705
22796,1888,2063,2172956
22708,3653,999,4521181
22544,1408,888,1940527
5823,357,1554,330284
25637,1610,1009,2292702
22610,1288,1534,1616950
20003,1149,1434,1687956
28536,1784,1051,2592680
23910,2229,1777,2495884
16439,1214,782,1439378
2373,86,759,84719
26665,2715,2051,3064808
20495,1648,1005,2115112
15823,1809,994,2119311
3554,162,942,127465
2307,274,214,184122
15823,1809,994,2119311
18499,1923,1236,2273925
3343,408,327,336367
3741,176,969,144792
18499,1923,1236,2275485
21336,2264,1354,2995128
4336,569,438,483148
13278,1386,912,1300526
1886,125,677,73372
21632,1721,2173,1948296
1901,61,253,25030
16607,1840,1085,1928033
19595,1182,1688,1516448
13700,1998,836,2122644
23683,2043,2111,2099662
8476,936,693,935234
26914,2417,2486,2568372
10258,1252,748,1389194
10135,309,1042,119002
2657,87,408,40422
10656,1027,626,959091
10136,309,1042,119002
11703,945,1019,946387
8019,341,1642,134944
29567,2523,3243,2807451
5948,596,1623,719482
11926,944,548,1149692
5079,249,1517,220192
34652,3099,3745,3602745
9108,849,671,918421
11097,1292,2682,1707946
832,112,426,94965
6319,341,1755,334625
14002,250,1309,153090
12720,1212,1021,1361242
7226,408,1896,403947
14344,2119,1094,1774711
888,173,99,75673
14626,1324,1882,1225982
14344,2119,1094,1774711
888,173,99,75673
14626,1324,1882,1225982
14344,2119,1094,1774711
888,173,99,75673
14626,1324,1882,1225982
14344,2119,1094,1774711
888,173,99,75673
14626,1324,1882,1225982
1656,376,236,326471
1656,376,236,326471
4204,124,1574,125209
2069,503,288,430261
9017,486,1375,106274
13001,1034,1603,243830
451,71,4,56533
28447,4350,2290,4575038
4748,155,1625,161755
15897,1529,1730,372092
649,94,18,90408
22937,852,2690,1042229
11570,1057,817,855750
18513,1874,1859,501815
21787,2268,1199,2362312
3662,227,442,84583
21094,2186,1942,632140
24876,2740,1284,2952783
3107,438,160,206361
25052,1908,1430,2464973
14607,1024,1614,884598
3571,434,739,84554
1939,537,966,130286
5608,806,227,401041
8293,741,563,853240
236,47,19,46183
3571,434,739,84554
10644,747,496,679388
2889,195,248,144055
14927,1087,750,1178045
2859,102,1123,81637
233,70,67,102982
18530,1436,885,1673475
2458,191,190,75937
381,136,105,218846
9731,1005,560,1062791
6125,234,1699,209410
3199,282,256,146574
11790,1297,642,1543336
3563,482,252,322503
6913,286,1802,280191
11790,1297,642,1543336
3563,482,252,322503
20418,1410,2593,1270168
12734,1426,676,1768892
5737,831,374,565698
244,34,49,50693
204,52,22,40241
26008,2084,3504,2054436
2756,149,1062,104257
60593,4013,2006,4042640
1669,114,374,77505
14343,871,888,905976
3828,341,301,224049
14924,1000,2738,180009
249,78,31,55936
3144,185,1241,145401
14343,871,888,905976
3828,341,301,224049
21985,1342,1129,1714307
7089,811,558,585173
4145,209,1069,179327
21068,1827,1964,1837781
22247,1720,3748,449894
21985,1342,1129,1714307
23235,1438,1146,1829812
4467,230,1108,201733
7694,883,584,627611
21684,1898,2018,1952263
21886,2450,1658,2251267
5042,277,1221,267032
3592,168,496,45028
6650,647,309,488508
28720,3212,2155,3361697
19494,1309,2394,1447307
6650,647,309,488508
28720,3212,2155,3361697
9593,1018,490,833332
34619,2728,2226,2190075
87,16,11,19113
9593,1018,490,833332
34619,2728,2226,2190075
52984,5200,3326,4564959
11219,1208,602,1038329
2665,138,1086,101789
132,27,15,22424
52984,5200,3326,4564959
2504,107,1055,67517
62407,6106,3710,5412459
13955,718,1144,766059
9492,561,1739,187234
1938,69,333,57233
22781,1539,2383,1622456
20843,1771,1244,1725426
3123,142,1186,123860
21469,1742,2400,1716722
12746,843,1017,876291
37020,4294,4012,4381895
7285,223,522,103884
5194,171,1637,146255
18960,1911,1165,2099763
86,21,13,21017
37020,4294,4012,4381895
15275,1368,1053,1209452
32129,2771,2809,2944433
8945,320,572,155560
6895,269,1970,273253
17612,1649,1173,1539218
33202,2912,2912,3145891
255,39,27,48004
197,32,37,33567
3386,115,504,46755
9185,797,714,452416
2327,94,1032,79377
2686,130,1117,118276
327,41,53,58564
10606,1044,657,919383
2967,310,389,210353
17879,2055,1094,1730127
4593,212,1375,161271
21875,1703,2238,1849399
3926,249,131,137438
2240,31,543,47352
7191,91,746,103239
0,0,0,23114
234,22,46,12790
1112,125,0,69426
764,9,102,14018
162,54,12,103975
16357,238,2306,133254
2869,36,641,55663
4076,289,169,150609
839,37,123,26011
0,0,0,26395
8309,120,837,132731
1718,36,162,29839
1424,201,0,109000
234,23,50,16835
1488,789,0,544075
23006,378,3144,237316
438,71,111,42393
2925,50,579,56140
0,0,0,26745
917,12,91,15568
1396,39,137,27315
1732,1005,0,683585
2195,35,666,50574
0,0,0,18747
25689,427,3392,289596
697,22,85,20492
11876,869,3553,143304
648,4,75,12807
321,11,98,17032
2581,35,562,52068
1098,27,93,27538
27298,468,3445,321000
0,0,0,29392
0,0,0,735056
2030,28,212,27024
13514,1057,4133,177676
58151,369,2961,270021
2437,42,588,46247
150,19,43,11863
0,0,0,28634
805,11,116,14926
328,52,9,40644
0,0,0,782765
82002,606,3913,482779
852,325,230,29279
5168,63,445,64202
951,91,100,220786
2653,56,619,58806
0,0,0,17671
1297,28,106,31270
93664,727,4233,599464
2388,31,474,50437
0,0,0,27260
5944,76,483,83711
1217,106,133,305863
2093,27,201,39973
888,349,263,38799
101042,819,4534,679247
2330,31,212,51957
2594,41,485,66033
6347,83,444,96680
0,0,0,34847
1279,114,144,325357
101042,819,4534,679247
1884,28,167,44790
2869,60,498,42725
0,0,0,28148
5774,16,373,48049
840,27,119,26696
105927,876,4600,737770
1383,182,917,37629
528,17,119,13221
11852,212,1001,150781
1870,29,591,46313
0,0,0,27627
2108,35,186,59016
611,29,48,19984
6572,17,408,59907
855,21,472,12757
1519,203,957,47233
297,8,84,17729
15641,307,1316,265277
0,0,0,26271
2431,23,444,47302
620,22,47,20114
679,16,137,13196
14688,199,2682,153829
1451,390,411,43369
0,0,0,19673
1844,29,486,42072
706,39,58,37047
747,8,32,13430
19065,280,3145,241463
355,48,96,23465
1884,559,543,78188
2013,32,512,54696
3731,54,434,56136
0,0,0,28872
508,83,119,50017
21354,340,3381,298878
2655,46,664,47199
0,0,0,29122
4425,67,403,76965
2088,633,595,95936
585,9,99,12860
265,22,82,16385
318,14,53,16137
367,124,25,92783
2487,48,596,46273
0,0,0,27814
2232,217,589,44029
899,14,58,24583
1029,17,71,25277
22854,377,3639,339162
1243,25,195,19146
1623,20,291,19820
433,138,27,107987
767,16,138,25116
0,0,0,21148
2323,38,394,46685
2341,37,411,36254
1105,44,93,20107
2778,272,727,68876
27819,484,2250,136216
4160,319,301,227541
2229,40,466,49711
0,0,0,24781
1562,49,89,43315
3501,55,564,64328
3534,41,623,25825
467,144,28,115268
3126,67,526,55452
6814,641,422,465711
37239,696,2779,210406
4215,73,598,98163
1634,42,46,58819
2020,41,515,50914
0,0,0,25005
4855,52,757,43791
1598,115,175,134737
1997,65,260,72742
8757,925,637,655653
613,49,7,101911
0,0,0,23531
2175,44,540,64443
5516,36,500,51293
44758,836,3113,272611
5593,73,865,55473
154,27,5,24096
1632,132,179,153643
7470,161,522,107991
1230,48,95,47593
786,75,11,160712
9876,1098,700,778547
2258,29,450,54469
0,0,0,23221
5746,330,1023,99183
9301,245,696,163094
16633,245,3026,162205
0,0,0,25120
764,40,77,28111
2364,29,440,44997
1114,16,58,23021
810,78,4,170065
24128,470,4237,332314
1292,86,52,55042
10479,311,846,208248
0,0,0,27270
1720,36,406,47543
1550,24,164,22612
708,14,65,15511
27320,574,4422,426552
2317,34,423,46977
0,0,0,26353
1395,108,77,64049
11577,344,856,245312
573,13,17,16119
413,43,48,31975
176,92,19,65618
29228,637,4612,485883
2259,29,429,46855
0,0,0,20930
817,10,70,16991
15706,160,3092,157219
316,195,66,138031
448,46,62,38999
2300,41,546,49282
0,0,0,24686
1354,24,177,22658
642,56,9,69662
2584,189,354,75664
312,29,96,66854
0,0,0,19527
1574,66,420,41926
19832,232,3598,239983
426,276,74,202045
1037,51,138,36303
141,16,21,10946
3433,326,489,159242
45514,271,4776,206731
4258,75,479,62075
441,58,134,90039
0,0,0,24274
185,39,19,16677
1687,75,424,51474
513,340,82,249552
3925,440,559,223434
53507,338,5241,270069
2362,23,329,45855
0,0,0,29607
5095,99,528,82406
855,29,129,19758
77,13,12,9208
2851,31,269,30235
1928,40,322,45714
0,0,0,23689
121,29,33,18479
543,27,116,27817
4202,483,613,257476
57568,377,5607,306601
1298,23,137,22338
1460,98,11,160645
2225,30,332,45488
914,465,371,25292
2405,220,116,523125
0,0,0,21818
2570,86,170,57625
1744,121,16,207491
1882,79,334,44311
24818,316,2784,261704
2932,31,720,46963
1028,97,3,59511
0,0,0,21490
1263,17,73,21693
29224,447,3098,350493
1126,186,56,363685
2178,21,390,42534
0,0,0,20996
1347,20,201,21256
1871,370,98,641349
2019,33,222,43796
32539,514,3341,428992
535,34,92,23176
0,0,0,25000
8840,111,860,86046
765,68,72,34935
45153,307,2526,222475
2370,473,114,825867
2199,42,222,54075
10879,188,979,134472
2043,51,350,51234
1001,47,92,33455
16716,1884,5339,1246572
52380,356,2936,281457
2674,51,383,51971
0,0,0,28265
11891,246,1062,171709
1132,62,97,44613
20713,2375,6354,1649569
2166,39,394,51420
0,0,0,22392
1988,36,299,42698
1319,33,144,22721
2476,26,182,18801
1598,185,125,50785
2888,39,313,48872
0,0,0,25889
8023,20,777,41720
2598,26,526,44136
0,0,0,24980
4330,391,1144,73860
1695,193,146,57469
16906,296,1530,163454
11059,37,891,69443
2090,25,302,38510
0,0,0,19992
5918,552,1516,149038
8834,74,953,89745
21150,402,1673,251575
2404,33,369,46433
10668,98,1065,124621
0,0,0,25409
517,21,73,12621
2804,38,497,45544
0,0,0,25350
1158,21,147,17859
11574,110,1034,142931
3532,43,390,47068
1023,76,133,40552
0,0,0,26776
2483,34,386,50604
0,0,0,25698
1423,29,155,30110
1349,104,201,39899
33185,823,4598,314228
2748,36,435,51895
0,0,0,24287
1392,108,194,44362
43474,1617,5852,547999
2402,33,555,50538
0,0,0,18562
1797,65,161,32915
1517,84,35,63226
47084,1837,6389,640114
7177,76,1035,80293
2539,38,576,58576
3961,165,387,304884
18950,306,4509,213074
3449,40,714,68969
1667,116,63,80611
8677,93,1184,113909
0,0,0,23076
1448,33,286,25852
361,12,49,14214
2719,120,184,79845
24722,463,6078,349622
3602,65,478,64909
0,0,0,24699
1897,288,44,361560
2006,24,80,25072
3265,52,588,59867
21859,193,4425,170807
0,0,0,27278
1361,43,193,25865
1249,14,200,26312
2133,355,52,436430
19228,541,1752,173896
3019,49,515,58918
0,0,0,26350
1120,22,180,22676
1255,21,191,23149
2108,22,139,23006
36996,1263,3399,433396
3036,52,651,57817
0,0,0,25039
1074,20,176,22877
2510,33,198,19755
44129,1723,4227,591846
3014,41,513,59645
0,0,0,23283
352,37,15,20513
1987,21,66,19519
795,9,144,18347
29538,1052,4639,330853
714,90,30,61013
3304,48,567,76587
5836,89,496,78581
0,0,0,29449
1270,25,52,18982
38069,1516,5716,544256
2901,63,595,68328
0,0,0,27036
1018,149,51,105984
6675,102,516,104371
1140,30,187,23969
3111,39,480,56272
0,0,0,30418
47267,2131,6695,790875
229608,4376,25504,2277099
518,3,340,11969
4013,64,742,58921
0,0,0,24193
352049,7352,35998,5217644
1813,28,169,27029
833,249,86,94613
3661,57,726,65546
0,0,0,31350
1511,30,201,25859
2165,34,128,20639
318,30,1,60593
3022,18,277,28663
1466,1034,549,265846
7296,106,1510,88329
16262,432,1255,230671
3999,71,752,84077
3779,21,380,34409
0,0,0,36823
1700,1541,756,342623
1576,111,258,51192
8573,128,1756,123935
0,0,0,24182
2018,33,118,25213
314,49,61,32955
17849,488,1401,274852
1118,26,80,18916
920,22,152,18342
560,9,363,13681
3621,74,522,61104
454,87,19,56408
0,0,0,31972
1767,1648,822,365672
1403,14,180,23308
485,79,82,55521
9049,132,1859,135786
3705,67,701,62990
0,0,0,32688
1393,24,141,24243
488,119,39,69215
1658,29,267,23095
282,57,10,30994
392,19,14,21584
531,4,388,11739
2974,66,601,60284
1499,85,23,63266
0,0,0,30752
1397,18,117,19193
651,14,586,15049
33483,504,20712,218644
6457,272,648,88011
4348,74,1244,48806
334,103,19,53141
2844,50,476,61566
0,0,0,30391
832,34,85,21500
1571,108,38,73392
4199,417,1398,86019
39204,664,24117,302896
7312,358,772,133864
2959,65,543,65360
5144,113,1466,75891
0,0,0,22219
370,133,35,70745
1029,50,107,34518
7857,1325,2569,296071
10354,167,842,124977
41401,738,25290,338225
2411,31,86,18720
5396,103,640,54557
1416,86,269,43192
0,0,0,12551
12207,2349,3987,608565
14926,298,1018,265125
5035,80,410,64663
25270,357,5532,217693
3310,63,453,65633
0,0,0,32569
3206,40,152,30402
15224,2930,5083,815513
5252,101,535,63697
1329,109,19,167313
17494,383,1128,352205
6933,349,1857,120081
2852,62,569,61754
30901,496,6542,307026
0,0,0,29561
2924,52,128,29168
11078,754,2600,278203
1403,125,25,196389
17690,3234,5701,1072632
6359,150,752,94605
3083,57,717,56808
33612,554,7220,349061
0,0,0,23371
2328,49,73,32558
18834,411,1171,390119
617,34,21,29537
12967,990,2950,417615
5839,130,904,53054
9662,525,2846,80539
3281,58,316,56332
0,0,0,25827
836,63,25,56431
2391,47,80,21931
1863,64,231,19270
2800,43,676,48527
0,0,0,17624
8515,231,9815,141195
12570,718,3533,154083
2563,33,397,54111
3083,55,168,35959
0,0,0,24918
2444,105,289,40606
1859,35,167,18940
2109,22,67,17048
1311,15,107,19779
783,18,675,19998
5731,62,603,77437
0,0,0,30022
3351,70,544,67324
0,0,0,24540
2144,25,83,16473
4747,53,456,48823
534,98,167,56091
2641,54,487,61847
0,0,0,33860
2134,24,272,37634
668,161,184,111796
2822,41,148,29886
6958,71,675,110731
711,197,187,136395
2269,25,284,48332
3604,79,687,89144
0,0,0,34847
7143,74,690,117834
2926,45,153,35507
711,197,187,136395
2270,25,284,48332
2523,702,217,391921
4002,1103,282,632393
2283,47,229,38364
0,0,0,31464
2622,64,149,40629
240,85,19,58436
1440,36,217,33379
812,13,550,25165
710,62,76,64780
2523,702,217,391921
4002,1103,282,632393
2283,47,229,38364
0,0,0,31464
979,145,98,79807
3957,114,409,107253
2198,31,42,15593
0,0,0,24541
2737,64,378,43923
1087,155,93,56197
4429,1429,0,738461
4608,352,989,128989
5502,74,411,51411
1531,324,134,112541
2803,55,398,55684
1369,240,154,147081
2346,82,103,48471
0,0,0,30740
5649,501,1275,184968
5834,111,572,73661
1755,438,152,144062
20868,267,2262,164914
1598,48,220,40616
0,0,0,37657
7078,122,495,84309
3692,92,157,85733
809,94,127,58893
6344,602,1507,226930
2891,61,406,55943
1798,74,110,46387
0,0,0,33286
6818,133,634,99872
25098,326,2579,222569
1944,528,175,173899
2083,453,179,270813
7657,135,531,95438
3167,66,433,58021
2377,129,184,62069
0,0,0,29608
2786,46,217,35718
2136,34,207,34241
6671,254,818,132392
2875,41,465,62119
3396,58,329,37420
2646,41,111,30848
0,0,0,28961
3192,172,244,104614
890,85,183,29439
6672,254,818,132392
2875,41,465,62119
11686,555,1230,319747
2467,60,431,61689
2259,38,65,40783
0,0,0,31701
2844,30,313,38116
623,81,201,36982
1323,130,244,62102
3865,213,257,131603
1678,96,36,92668
2467,108,235,57054
2860,53,591,58308
14885,757,1334,442538
0,0,0,28420
